,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,supplier,product_id,category,sub_category,product_name,returned,sales,quantity,discount,profit,delivery_delay_days,late_delivery
683,684,US-2017-168116,2017-04-11,2017-04-11,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,Cassandra Brandow,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,Not,7999.98,4,0.5,-3839.9904,0,No
684,685,US-2017-168116,2017-04-11,2017-04-11,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,Cassandra Brandow,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Not,167.44,2,0.2,14.651,0,No
685,686,CA-2014-157784,2014-05-07,2014-08-07,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Not,479.97,3,0.0,163.1898,92,Yes
686,687,CA-2014-157784,2014-05-07,2014-08-07,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,OFF-LA-10001934,Office Supplies,Labels,Avery 516,Not,14.62,2,0.0,6.8714,92,Yes
687,688,CA-2014-157784,2014-05-07,2014-08-07,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,Not,19.44,3,0.0,9.3312,92,Yes
688,689,CA-2017-161480,2017-12-25,2017-12-29,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Not,191.984,2,0.2,4.7996,4,No
689,690,US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,Cassandra Brandow,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Not,104.01,1,0.0,14.5614,2,No
690,691,US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,Cassandra Brandow,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,Not,284.82,1,0.0,74.0532,2,No
691,692,US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,Cassandra Brandow,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,Not,36.84,3,0.0,10.3152,2,No
692,693,CA-2015-131534,2015-03-28,2015-03-28,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,Not,166.24,1,0.0,24.936,0,No
693,694,CA-2015-131534,2015-03-28,2015-03-28,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,Not,33.4,5,0.0,16.032,0,No
694,695,CA-2015-119291,2015-05-14,2015-05-17,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Chuck Magee,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",Not,198.272,8,0.2,17.3488,3,No
695,696,CA-2015-119291,2015-05-14,2015-05-17,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Chuck Magee,OFF-LA-10002312,Office Supplies,Labels,Avery 490,Not,47.36,4,0.2,17.76,3,No
696,697,CA-2015-119291,2015-05-14,2015-05-17,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Chuck Magee,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Not,200.984,7,0.2,62.8075,3,No
697,698,CA-2015-119291,2015-05-14,2015-05-17,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Chuck Magee,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Not,97.696,4,0.2,31.7512,3,No
698,699,CA-2015-119291,2015-05-14,2015-05-17,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Chuck Magee,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Not,2.696,1,0.2,0.8088,3,No
699,700,CA-2015-119291,2015-05-14,2015-05-17,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Chuck Magee,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,Not,18.588,2,0.7,-13.6312,3,No
700,701,CA-2015-119291,2015-05-14,2015-05-17,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Chuck Magee,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,Not,4.896,3,0.7,-3.4272,3,No
701,702,CA-2017-114552,2017-02-09,2017-08-09,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Cleveland,Ohio,44105,East,Chuck Magee,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",Not,15.072,3,0.2,4.1448,181,Yes
702,703,CA-2016-163755,2016-04-11,2016-08-11,Second Class,AS-10285,Alejandro Savely,Corporate,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",Not,209.88,3,0.0,35.6796,122,Yes
703,704,CA-2015-142027,2015-09-04,2015-09-04,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,Anna Andreadi,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,Not,369.912,3,0.2,-13.8717,0,No
704,705,CA-2014-138527,2014-12-09,2014-12-09,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,Cassandra Brandow,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,Not,10.368,2,0.2,3.6288,0,No
705,706,CA-2014-138527,2014-12-09,2014-12-09,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,Cassandra Brandow,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,Not,166.84,5,0.2,18.7695,0,No
706,707,CA-2014-138527,2014-12-09,2014-12-09,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,Cassandra Brandow,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,Not,15.216,1,0.2,2.2824,0,No
707,708,CA-2014-112158,2014-02-12,2014-04-12,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,Chuck Magee,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Not,119.96,4,0.0,52.7824,59,Yes
708,709,CA-2014-112158,2014-02-12,2014-04-12,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,Not,883.92,5,0.2,-110.49,59,Yes
709,710,CA-2014-112158,2014-02-12,2014-04-12,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",Not,46.72,8,0.2,15.768,59,Yes
710,711,CA-2014-113887,2014-05-04,2014-07-04,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,Chuck Magee,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Not,55.48,1,0.0,26.6304,61,Yes
711,712,CA-2017-146136,2017-03-09,2017-07-09,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,Cassandra Brandow,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Not,24.448,4,0.2,8.8624,122,Yes
712,713,US-2017-100048,2017-05-19,2017-05-24,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,Chuck Magee,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Not,281.34,6,0.0,109.7226,5,No
713,714,US-2017-100048,2017-05-19,2017-05-24,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,Chuck Magee,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,Not,307.98,2,0.0,89.3142,5,No
714,715,US-2017-100048,2017-05-19,2017-05-24,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,Chuck Magee,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,Not,299.97,3,0.0,113.9886,5,No
715,716,CA-2014-153150,2014-01-07,2014-06-07,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,Yes,19.92,5,0.2,6.972,151,Yes
716,717,CA-2014-130092,2014-11-01,2014-11-01,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,Chuck Magee,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Not,9.94,2,0.0,3.0814,0,No
717,718,CA-2017-108910,2017-09-24,2017-09-29,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Newark,Ohio,43055,East,Chuck Magee,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Not,103.056,3,0.2,24.4758,5,No
718,719,CA-2014-104472,2014-02-06,2014-07-06,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,Anna Andreadi,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,Not,59.808,3,0.2,19.4376,150,Yes
719,720,CA-2014-104472,2014-02-06,2014-07-06,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,Anna Andreadi,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,Not,73.32,6,0.0,21.996,150,Yes
720,721,CA-2016-112942,2016-02-13,2016-02-18,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,Not,146.82,3,0.0,73.41,5,No
721,722,CA-2016-142335,2016-12-15,2016-12-19,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,Kelly Williams,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Not,1652.94,3,0.0,231.4116,4,No
722,723,CA-2016-142335,2016-12-15,2016-12-19,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,Kelly Williams,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Not,296.37,3,0.0,80.0199,4,No
723,724,CA-2014-117429,2014-07-10,2014-10-13,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",Not,129.92,5,0.2,21.112,95,Yes
724,725,CA-2016-114713,2016-07-07,2016-12-07,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012,South,Cassandra Brandow,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,Not,45.584,7,0.2,5.1282,153,Yes
725,726,CA-2017-144113,2017-09-16,2017-09-20,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,Kelly Williams,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Not,17.568,2,0.2,6.3684,4,No
726,727,CA-2017-144113,2017-09-16,2017-09-20,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,Kelly Williams,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Not,55.992,1,0.2,5.5992,4,No
727,728,US-2016-150861,2016-03-12,2016-06-12,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,Not,182.72,8,0.0,84.0512,92,Yes
728,729,US-2016-150861,2016-03-12,2016-06-12,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",Not,400.032,2,0.4,-153.3456,92,Yes
729,730,US-2016-150861,2016-03-12,2016-06-12,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",Not,33.63,3,0.0,10.089,92,Yes
730,731,US-2016-150861,2016-03-12,2016-06-12,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Not,542.646,3,0.1,102.4998,92,Yes
731,732,US-2016-150861,2016-03-12,2016-06-12,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,OFF-LA-10001317,Office Supplies,Labels,Avery 520,Not,6.3,2,0.0,3.024,92,Yes
732,733,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,Not,242.94,3,0.0,9.7176,4,No
733,734,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Anna Andreadi,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,Not,179.97,3,0.0,86.3856,4,No
734,735,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,Not,99.696,6,0.2,33.6474,4,No
735,736,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,Not,27.936,4,0.2,9.4284,4,No
736,737,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Anna Andreadi,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,Not,84.98,1,0.0,18.6956,4,No
737,738,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,Not,18.72,5,0.2,6.552,4,No
738,739,CA-2014-132500,2014-08-09,2014-12-09,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,Not,49.98,2,0.0,8.4966,122,Yes
739,740,CA-2014-112326,2014-04-01,2014-08-01,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,Kelly Williams,OFF-LA-10003223,Office Supplies,Labels,Avery 508,Not,11.784,3,0.2,4.2717,122,Yes
740,741,CA-2014-112326,2014-04-01,2014-08-01,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,Kelly Williams,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,Not,272.736,3,0.2,-64.7748,122,Yes
741,742,CA-2014-112326,2014-04-01,2014-08-01,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,Kelly Williams,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,Not,3.54,2,0.8,-5.487,122,Yes
742,743,US-2016-146710,2016-08-27,2016-08-27,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,Not,51.52,5,0.2,-10.948,0,No
743,744,US-2016-146710,2016-08-27,2016-08-27,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Not,3.528,1,0.2,1.1466,0,No
744,745,US-2016-146710,2016-08-27,2016-08-27,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,Not,4.624,1,0.2,1.6762,0,No
745,746,US-2016-146710,2016-08-27,2016-08-27,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",Not,55.168,4,0.2,6.2064,0,No
746,747,CA-2014-124429,2014-05-27,2014-05-27,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,Not,567.12,10,0.2,-28.356,0,No
747,748,CA-2014-124429,2014-05-27,2014-05-27,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,Not,359.32,4,0.0,7.1864,0,No
748,749,CA-2016-150889,2016-03-20,2016-03-22,Second Class,PB-19105,Peter Bühler,Consumer,United States,Evanston,Illinois,60201,Central,Kelly Williams,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,Not,11.992,1,0.2,0.8994,2,No
749,750,CA-2017-126074,2017-02-10,2017-06-10,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,Kelly Williams,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,Not,58.05,3,0.0,26.703,120,Yes
750,751,CA-2017-126074,2017-02-10,2017-06-10,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,Kelly Williams,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,Not,157.74,11,0.0,56.7864,120,Yes
751,752,CA-2017-126074,2017-02-10,2017-06-10,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,Kelly Williams,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Not,56.98,7,0.0,22.792,120,Yes
752,753,CA-2017-126074,2017-02-10,2017-06-10,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,Kelly Williams,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,Not,2.88,1,0.0,1.4112,120,Yes
753,754,CA-2016-110499,2016-07-04,2016-09-04,First Class,YC-21895,Yoseph Carroll,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,Not,1199.976,3,0.2,374.9925,62,Yes
754,755,CA-2015-135272,2015-07-12,2015-12-12,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,Not,79.92,4,0.0,28.7712,153,Yes
755,756,CA-2016-140928,2016-09-18,2016-09-22,Standard Class,NB-18655,Nona Balk,Corporate,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,Not,383.438,4,0.45,-167.3184,4,No
756,757,CA-2014-106803,2014-12-29,2015-02-01,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,Kelly Williams,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,Not,24.56,2,0.0,6.8768,34,Yes
757,758,CA-2014-106803,2014-12-29,2015-02-01,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,Kelly Williams,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Not,119.8,4,0.0,47.92,34,Yes
758,759,CA-2017-117240,2017-07-23,2017-07-28,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10009,East,Chuck Magee,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,Not,13.128,3,0.2,4.2666,5,No
759,760,CA-2017-133333,2017-09-18,2017-09-22,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,54302,Central,Kelly Williams,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Not,22.72,4,0.0,10.224,4,No
760,761,CA-2015-112319,2015-08-31,2015-08-31,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,Not,58.32,9,0.0,27.9936,0,No
761,762,CA-2017-126046,2017-03-11,2017-07-11,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Atlanta,Georgia,30318,South,Cassandra Brandow,OFF-LA-10004484,Office Supplies,Labels,Avery 476,Not,12.39,3,0.0,5.6994,122,Yes
762,763,CA-2015-114923,2015-08-02,2015-08-02,Standard Class,LH-17020,Lisa Hazard,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,Not,107.982,3,0.4,-26.9955,0,No
763,764,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,Cassandra Brandow,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,Not,11.36,2,0.0,5.3392,2,No
764,765,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,Cassandra Brandow,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Not,50.94,3,0.0,25.47,2,No
765,766,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,Cassandra Brandow,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,Not,646.74,6,0.0,258.696,2,No
766,767,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,Cassandra Brandow,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,Not,5.64,3,0.0,2.7072,2,No
767,768,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,Cassandra Brandow,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,Not,572.58,6,0.0,34.3548,2,No
768,769,CA-2014-106810,2014-05-14,2014-05-20,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,Cassandra Brandow,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,Not,310.88,2,0.2,23.316,6,No
769,770,CA-2016-157245,2016-05-19,2016-05-24,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204,South,Cassandra Brandow,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,Not,641.96,2,0.0,179.7488,5,No
770,771,CA-2017-104220,2017-01-30,2017-05-02,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Kelly Williams,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,Not,18.28,2,0.0,9.14,92,Yes
771,772,CA-2017-104220,2017-01-30,2017-05-02,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Kelly Williams,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,Not,207.0,3,0.0,51.75,92,Yes
772,773,CA-2017-104220,2017-01-30,2017-05-02,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Kelly Williams,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,Not,32.35,5,0.0,16.175,92,Yes
773,774,CA-2017-104220,2017-01-30,2017-05-02,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Kelly Williams,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,Not,7.71,1,0.0,3.4695,92,Yes
774,775,CA-2017-104220,2017-01-30,2017-05-02,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Kelly Williams,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,Not,40.3,2,0.0,10.881,92,Yes
775,776,CA-2017-104220,2017-01-30,2017-05-02,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Kelly Williams,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Not,34.58,7,0.0,14.5236,92,Yes
776,777,CA-2014-165974,2014-06-29,2014-06-29,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231,East,Chuck Magee,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",Not,32.76,7,0.2,3.6855,0,No
777,778,CA-2015-144267,2015-08-21,2015-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Yes,544.008,3,0.2,40.8006,2,No
778,779,CA-2015-144267,2015-08-21,2015-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,Yes,59.94,3,0.0,28.1718,2,No
